user_id,account_age_days,num_followers,num_following,num_posts,num_posts_last_7_days,avg_likes_per_post,avg_comments_per_post,num_shares_per_post,num_hashtags_per_post,post_sequence,product_name,product_category,text_message,contains_link,contains_media,sentiment,is_scam_post,num_messages_sent,num_suspicious_links_shared,num_reports_received,transaction_amount,purchase_time,payment_method,is_fraud_transaction,transaction_sequence
4335,911,4255,84,254,19,333,17,18,9,"[4, 2, 1, 3, 3, 4, 3]",Sunglasses,Toys,"Bought Sunglasses from this store, great quality.",0,1,negative,0,54,0,0,14.4,5,UPI,1,"[41.23, 48.78, 100.57, 58.62, 131.73]"
4336,245,3008,773,433,14,446,87,36,3,"[0, 3, 0, 4, 0, 1, 3]",Sunglasses,Toys,Click here to get free Sunglasses now!,1,0,neutral,1,72,0,2,0.25,18,PayPal,1,"[13.8, 45.74, 93.84, 39.07, 11.89]"
4337,542,4300,956,6,1,106,38,0,1,"[1, 2, 4, 4, 3, 3, 4]",Designer Shoes,Beauty,Check out my new Designer Shoes purchase.,0,0,positive,0,78,0,1,8.73,16,PayPal,0,"[86.72, 45.25, 44.98, 78.68, 9.96]"
4338,2533,3338,1421,125,11,452,46,24,0,"[3, 0, 0, 0, 4, 4, 1]",Designer Shoes,Beauty,Limited offer! Buy Designer Shoes and claim a prize!,1,1,positive,1,51,1,7,140.78,7,UPI,0,"[177.11, 74.31, 39.24, 49.49, 13.03]"
4339,2170,3514,1935,82,9,291,26,9,0,"[2, 3, 4, 1, 2, 0, 3]",Fitness Tracker,Home Appliances,Unboxing my new Fitness Tracker!,1,0,positive,0,11,0,0,14.72,3,PayPal,0,"[0.42, 57.49, 125.57, 53.39, 22.76]"
4340,2173,4953,1794,27,16,290,91,45,3,"[4, 1, 0, 2, 1, 2, 4]",Blender,Beauty,"Bought Blender from this store, great quality.",0,0,neutral,0,5,0,0,10.81,20,UPI,0,"[84.4, 5.23, 201.19, 29.41, 83.38]"
4341,1573,759,1416,265,17,173,70,25,8,"[1, 3, 0, 1, 4, 4, 2]",Handbag,Toys,Check out my new Handbag purchase.,0,0,negative,0,60,0,1,30.7,10,UPI,0,"[113.61, 25.59, 87.85, 23.52, 13.56]"
4342,2218,2768,1070,282,15,428,97,22,8,"[2, 3, 4, 4, 4, 0, 0]",Blender,Beauty,Reviewing my Blender today.,0,0,negative,0,40,0,0,14.1,14,UPI,0,"[84.96, 11.68, 19.07, 30.77, 25.84]"
4343,124,3088,1364,396,9,311,90,16,6,"[4, 0, 4, 2, 2, 0, 2]",Handbag,Toys,"Bought Handbag from this store, great quality.",0,0,neutral,0,60,0,1,24.94,7,PayPal,0,"[17.56, 6.14, 16.44, 36.12, 1.87]"
4344,3107,2115,1521,449,7,86,33,29,4,"[2, 3, 3, 4, 1, 1, 3]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",1,0,neutral,0,75,0,0,9.82,17,PayPal,0,"[14.04, 41.24, 39.12, 109.06, 18.88]"
4345,3159,4228,605,469,12,4,18,26,5,"[4, 3, 2, 4, 4, 1, 1]",Action Figure,Clothing,"Just got a Action Figure, highly recommend it.",0,0,positive,0,53,0,0,104.83,18,UPI,0,"[17.03, 23.53, 62.91, 10.09, 6.75]"
4346,2694,1723,1501,250,15,171,5,10,0,"[1, 0, 2, 2, 2, 2, 2]",Handbag,Toys,Exclusive deal on Handbag! Click immediately!,1,1,positive,1,43,1,6,9.13,17,PayPal,0,"[16.05, 43.92, 1.69, 85.67, 20.25]"
4347,1732,2966,425,467,7,120,29,3,2,"[2, 0, 4, 1, 1, 1, 2]",Sunglasses,Toys,"Bought Sunglasses from this store, great quality.",0,0,positive,0,32,0,1,8.12,7,UPI,0,"[10.82, 87.64, 145.46, 0.87, 57.29]"
4348,786,429,425,187,11,155,91,17,0,"[1, 0, 2, 2, 0, 4, 0]",Sunglasses,Toys,Reviewing my Sunglasses today.,0,0,positive,0,44,0,0,76.9,2,UPI,0,"[22.17, 43.85, 43.85, 150.64, 69.52]"
4349,2044,2355,735,382,16,86,11,18,9,"[0, 0, 4, 1, 0, 2, 1]",Sunglasses,Toys,"Bought Sunglasses from this store, great quality.",0,1,positive,0,29,0,0,55.98,20,Credit Card,0,"[30.99, 72.35, 25.78, 1.39, 10.3]"
4350,2249,2459,790,298,15,425,14,35,4,"[1, 3, 0, 1, 2, 4, 4]",Cosmetics Kit,Electronics,"Just got a Cosmetics Kit, highly recommend it.",0,0,neutral,0,83,0,1,30.02,17,Credit Card,0,"[20.27, 28.82, 14.71, 59.96, 0.42]"
4351,2417,4192,514,68,8,97,38,43,3,"[1, 4, 3, 4, 4, 4, 2]",Blender,Beauty,Reviewing my Blender today.,0,0,positive,0,9,0,1,27.2,4,UPI,0,"[72.39, 54.2, 33.9, 109.0, 1.51]"
4352,797,1718,1152,318,18,414,63,45,2,"[3, 3, 4, 1, 2, 1, 0]",Designer Shoes,Beauty,Reviewing my Designer Shoes today.,0,1,negative,0,75,0,1,10.25,11,PayPal,1,"[2.72, 14.29, 26.8, 68.12, 177.27]"
4353,77,1265,1858,325,16,134,63,49,5,"[2, 4, 2, 2, 1, 0, 2]",Fitness Tracker,Home Appliances,"Just got a Fitness Tracker, highly recommend it.",0,0,neutral,0,7,0,1,88.55,4,Credit Card,0,"[5.63, 80.46, 3.16, 80.03, 20.39]"
4354,59,1308,1272,98,7,6,14,25,5,"[0, 0, 1, 1, 4, 4, 2]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,0,negative,0,22,0,0,59.31,13,Credit Card,0,"[135.15, 36.73, 50.01, 76.44, 74.71]"
4355,2479,1050,740,192,11,259,57,0,8,"[4, 1, 4, 4, 4, 0, 4]",Smart Watch,Clothing,"Just got a Smart Watch, highly recommend it.",0,0,negative,0,3,0,1,46.16,0,Credit Card,0,"[20.71, 20.9, 104.0, 37.42, 0.08]"
4356,2686,3473,1862,226,8,363,99,19,3,"[1, 0, 4, 4, 1, 2, 1]",Designer Shoes,Beauty,Reviewing my Designer Shoes today.,0,1,negative,0,52,0,1,10.73,22,Credit Card,0,"[35.17, 46.32, 8.22, 83.92, 8.57]"
4357,1524,2249,130,450,5,383,66,10,8,"[3, 1, 2, 1, 0, 0, 1]",Sunglasses,Toys,Reviewing my Sunglasses today.,0,0,neutral,0,92,0,0,74.46,2,UPI,0,"[20.03, 3.79, 98.16, 62.75, 55.69]"
4358,1937,2809,1763,181,9,31,0,24,3,"[0, 2, 3, 3, 2, 4, 4]",Designer Shoes,Beauty,Reviewing my Designer Shoes today.,0,0,negative,0,32,0,1,27.67,19,UPI,0,"[55.23, 74.76, 169.31, 56.34, 48.32]"
4359,2157,2921,1712,419,8,27,6,18,7,"[3, 0, 0, 4, 3, 1, 1]",Handbag,Toys,"Bought Handbag from this store, great quality.",0,0,positive,0,67,0,0,71.12,11,Credit Card,0,"[43.62, 3.13, 89.93, 82.87, 185.62]"
4360,3056,4676,322,326,3,439,8,31,7,"[0, 2, 4, 0, 2, 2, 4]",Blender,Beauty,"Bought Blender from this store, great quality.",0,0,neutral,0,14,0,0,114.9,3,UPI,0,"[59.79, 55.91, 3.96, 9.44, 74.36]"
4361,1302,4041,822,92,10,259,0,0,1,"[2, 2, 4, 3, 1, 3, 1]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,1,negative,0,11,0,1,34.63,5,Credit Card,0,"[62.86, 115.53, 2.15, 15.93, 87.49]"
4362,68,2417,1923,142,5,486,4,0,9,"[1, 4, 3, 4, 3, 2, 0]",Fitness Tracker,Home Appliances,Unboxing my new Fitness Tracker!,0,0,neutral,0,19,0,0,69.25,14,UPI,0,"[20.59, 9.42, 20.14, 55.51, 18.94]"
4363,3141,532,542,202,17,243,46,2,7,"[3, 3, 2, 2, 1, 0, 0]",Designer Shoes,Beauty,Reviewing my Designer Shoes today.,0,0,negative,0,61,0,1,15.44,16,PayPal,0,"[64.37, 146.49, 59.19, 115.24, 30.92]"
4364,3237,898,65,401,3,364,99,45,1,"[0, 3, 3, 4, 1, 2, 2]",Sunglasses,Toys,Reviewing my Sunglasses today.,0,0,negative,0,97,0,0,22.16,23,PayPal,0,"[130.08, 63.44, 4.17, 11.47, 25.75]"
4365,3561,2654,717,491,11,263,9,39,7,"[2, 4, 4, 3, 4, 4, 2]",Sunglasses,Toys,"Bought Sunglasses from this store, great quality.",1,1,positive,0,87,1,0,81.61,20,Credit Card,0,"[31.65, 48.23, 65.19, 1.53, 12.74]"
4366,2353,1469,1124,131,8,141,1,31,5,"[4, 1, 4, 0, 4, 3, 1]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,1,0,negative,0,79,0,0,1.6,5,UPI,0,"[0.46, 37.44, 127.1, 8.92, 1.37]"
4367,1933,2920,1855,471,14,29,22,46,2,"[4, 3, 1, 4, 1, 0, 2]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",0,0,positive,0,34,0,1,74.03,18,Credit Card,0,"[3.21, 33.8, 127.61, 17.47, 6.94]"
4368,2722,1252,30,266,8,386,92,35,6,"[4, 1, 3, 0, 2, 3, 0]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,0,negative,0,30,0,1,20.81,20,Credit Card,0,"[24.26, 108.2, 6.36, 6.14, 10.16]"
4369,365,769,884,133,5,129,55,42,5,"[4, 3, 1, 0, 0, 4, 0]",Blender,Beauty,Reviewing my Blender today.,0,0,positive,0,55,0,0,215.53,1,Credit Card,0,"[1.94, 11.86, 191.32, 76.98, 69.51]"
4370,821,833,190,377,10,265,18,7,2,"[2, 1, 4, 2, 4, 4, 1]",Laptop,Home Appliances,Check out my new Laptop purchase.,0,1,positive,0,70,0,0,134.95,17,PayPal,0,"[57.56, 102.95, 4.83, 19.75, 60.82]"
4371,1403,2209,1601,178,6,69,37,29,4,"[0, 4, 3, 1, 1, 3, 1]",Action Figure,Clothing,"Bought Action Figure from this store, great quality.",0,0,positive,0,42,0,0,38.33,8,PayPal,0,"[79.62, 87.58, 196.71, 41.36, 12.48]"
4372,2391,4649,414,185,13,118,46,38,3,"[4, 2, 0, 2, 1, 3, 1]",Wireless Earbuds,Electronics,Unboxing my new Wireless Earbuds!,0,0,neutral,0,77,0,1,4.43,12,Credit Card,0,"[12.39, 44.05, 61.01, 43.41, 62.96]"
4373,947,3424,1838,443,15,326,83,33,5,"[1, 1, 0, 1, 1, 1, 3]",Smart Watch,Clothing,Check out my new Smart Watch purchase.,0,0,negative,0,63,0,1,62.07,19,PayPal,0,"[18.27, 30.82, 23.6, 36.85, 41.85]"
4374,2947,1091,746,17,14,399,75,7,0,"[4, 1, 1, 1, 0, 3, 2]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,1,neutral,0,31,0,1,4.98,11,Credit Card,0,"[57.85, 2.17, 73.25, 109.59, 115.95]"
4375,1578,1196,1813,462,19,69,74,24,0,"[4, 1, 2, 2, 0, 0, 2]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,0,positive,0,26,0,1,5.84,18,Credit Card,0,"[41.82, 51.66, 40.64, 27.74, 5.3]"
4376,1378,3914,1737,322,8,207,98,25,7,"[1, 4, 1, 3, 3, 3, 1]",Cosmetics Kit,Electronics,Check out my new Cosmetics Kit purchase.,0,0,negative,0,22,0,0,21.08,13,PayPal,0,"[9.01, 11.42, 13.7, 72.59, 24.62]"
4377,1440,1660,1523,400,18,90,51,26,7,"[0, 2, 2, 1, 1, 4, 3]",Blender,Beauty,"Bought Blender from this store, great quality.",1,0,positive,0,88,0,0,70.47,14,PayPal,0,"[7.57, 53.06, 18.93, 52.5, 4.63]"
4378,3181,4654,1885,96,11,119,48,18,8,"[1, 4, 4, 0, 3, 2, 1]",Sunglasses,Toys,Unboxing my new Sunglasses!,0,1,positive,0,43,0,1,14.38,13,UPI,0,"[0.77, 160.0, 6.45, 0.47, 112.35]"
4379,3635,260,1760,33,10,459,70,22,7,"[0, 0, 4, 2, 0, 3, 0]",Laptop,Home Appliances,Reviewing my Laptop today.,0,1,neutral,0,95,0,0,126.01,5,Credit Card,0,"[78.99, 8.64, 17.23, 133.96, 76.0]"
4380,762,2264,1618,413,7,469,22,40,1,"[4, 0, 4, 0, 3, 1, 1]",Blender,Beauty,Reviewing my Blender today.,0,0,positive,0,34,0,0,27.65,6,PayPal,0,"[161.96, 101.07, 9.42, 53.26, 160.33]"
4381,3569,4900,1069,402,2,206,49,15,4,"[0, 2, 1, 0, 1, 4, 0]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,0,neutral,0,37,0,1,68.79,11,PayPal,0,"[10.1, 5.9, 42.55, 160.6, 41.23]"
4382,341,1185,1112,392,18,405,16,7,7,"[0, 1, 3, 0, 0, 3, 3]",Fitness Tracker,Home Appliances,"Just got a Fitness Tracker, highly recommend it.",0,0,positive,0,72,0,1,10.58,22,Credit Card,0,"[28.72, 22.1, 100.44, 30.38, 13.87]"
4383,2990,2449,1721,423,2,255,47,29,8,"[3, 2, 2, 3, 2, 3, 4]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,0,negative,0,48,0,1,19.87,1,PayPal,0,"[28.37, 22.0, 26.57, 6.35, 40.67]"
4384,383,3533,374,299,2,34,1,7,5,"[4, 0, 0, 3, 3, 2, 0]",Smart Watch,Clothing,"Just got a Smart Watch, highly recommend it.",0,0,positive,0,84,0,0,26.93,21,Credit Card,0,"[39.47, 77.9, 0.11, 1.62, 69.01]"
4385,1004,4370,1724,350,5,123,68,10,3,"[2, 1, 3, 0, 0, 2, 4]",Designer Shoes,Beauty,Check out my new Designer Shoes purchase.,0,0,neutral,0,49,0,0,11.88,9,Credit Card,0,"[22.45, 4.6, 64.27, 104.34, 34.39]"
4386,1557,4301,1269,186,10,111,61,6,8,"[3, 3, 3, 4, 3, 4, 4]",Action Figure,Clothing,Unboxing my new Action Figure!,0,0,negative,0,3,0,0,120.5,6,PayPal,0,"[24.25, 8.08, 7.94, 54.34, 20.48]"
4387,300,3344,557,346,19,497,84,20,3,"[2, 3, 4, 4, 2, 3, 1]",Smart Watch,Clothing,Reviewing my Smart Watch today.,0,0,positive,0,81,0,1,110.4,7,UPI,0,"[125.75, 2.92, 2.91, 193.87, 153.94]"
4388,139,866,1280,110,13,206,12,33,5,"[4, 0, 2, 2, 2, 3, 1]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,1,positive,0,79,0,0,25.9,17,UPI,0,"[9.78, 98.86, 106.65, 129.16, 8.35]"
4389,359,92,1375,408,1,470,60,20,4,"[0, 2, 4, 1, 1, 2, 0]",Laptop,Home Appliances,Unboxing my new Laptop!,0,0,neutral,0,11,0,1,166.62,11,UPI,0,"[2.52, 4.55, 121.09, 79.53, 23.77]"
4390,836,3178,1944,246,11,101,10,4,0,"[2, 0, 2, 2, 2, 3, 2]",Fitness Tracker,Home Appliances,Reviewing my Fitness Tracker today.,0,0,neutral,0,50,0,0,5.64,5,Credit Card,0,"[99.05, 121.25, 36.15, 11.89, 160.22]"
4391,1523,1351,1596,70,15,432,87,49,3,"[1, 4, 4, 2, 3, 2, 2]",Sunglasses,Toys,Unboxing my new Sunglasses!,0,1,positive,0,11,0,0,0.2,15,Credit Card,0,"[7.4, 69.52, 61.55, 1.34, 50.14]"
4392,3457,364,1128,308,2,385,96,42,9,"[0, 1, 0, 4, 3, 0, 1]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,0,neutral,0,62,0,0,80.44,4,PayPal,0,"[75.97, 10.82, 52.53, 5.39, 62.0]"
4393,1628,4916,1360,431,15,193,26,16,2,"[1, 1, 4, 0, 1, 4, 3]",Action Figure,Clothing,Check out my new Action Figure purchase.,0,0,negative,0,88,0,0,12.12,5,UPI,0,"[197.02, 69.95, 11.48, 46.04, 39.79]"
4394,1983,3718,1549,326,9,240,34,20,7,"[2, 3, 0, 3, 4, 0, 1]",Smart Watch,Clothing,"Just got a Smart Watch, highly recommend it.",0,0,negative,0,30,1,0,72.04,6,Credit Card,0,"[6.27, 45.69, 40.15, 6.13, 18.21]"
4395,1304,1924,1324,211,19,146,17,5,6,"[4, 0, 0, 4, 3, 3, 1]",Handbag,Toys,Check out my new Handbag purchase.,0,0,positive,0,44,0,1,65.18,10,PayPal,0,"[88.32, 76.33, 2.14, 30.77, 154.2]"
4396,2531,3095,1100,308,4,452,84,44,9,"[0, 3, 0, 3, 4, 4, 3]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,0,positive,0,70,0,1,126.24,0,UPI,0,"[68.78, 6.61, 106.89, 4.75, 30.11]"
4397,909,2538,1534,107,12,131,67,6,0,"[4, 0, 4, 1, 3, 1, 4]",Sunglasses,Toys,Unboxing my new Sunglasses!,0,1,neutral,0,22,0,0,13.49,2,UPI,0,"[77.01, 26.09, 32.37, 62.31, 9.52]"
4398,1135,1296,1253,176,11,219,60,10,7,"[3, 3, 0, 0, 4, 0, 0]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",0,1,neutral,0,40,0,1,158.12,0,Credit Card,0,"[73.64, 36.57, 22.22, 4.63, 33.29]"
4399,2914,2276,1702,426,0,337,40,17,6,"[1, 1, 1, 4, 3, 2, 4]",Handbag,Toys,"Bought Handbag from this store, great quality.",0,0,negative,0,32,0,0,4.68,22,PayPal,0,"[224.86, 25.11, 41.93, 40.26, 47.99]"
4400,2187,2,577,227,19,103,95,37,1,"[3, 0, 4, 3, 4, 0, 0]",Cosmetics Kit,Electronics,Check out my new Cosmetics Kit purchase.,0,0,positive,0,38,0,1,90.85,14,Credit Card,0,"[0.07, 13.15, 61.86, 47.25, 9.11]"
4401,996,3492,31,18,10,40,42,11,9,"[4, 4, 2, 1, 3, 0, 0]",Handbag,Toys,Check out my new Handbag purchase.,0,1,negative,0,72,0,0,25.48,5,PayPal,0,"[13.56, 37.64, 48.15, 12.59, 3.89]"
4402,2483,1753,1631,321,18,55,48,21,3,"[3, 4, 2, 3, 4, 0, 4]",Sunglasses,Toys,Limited offer! Buy Sunglasses and claim a prize!,1,0,negative,1,57,0,4,1.65,21,UPI,0,"[96.1, 8.43, 7.15, 56.22, 17.17]"
4403,2557,910,57,417,14,310,10,2,1,"[1, 2, 1, 1, 4, 4, 3]",Sunglasses,Toys,Unboxing my new Sunglasses!,0,0,neutral,0,63,0,1,23.89,22,Credit Card,0,"[5.23, 137.41, 9.87, 54.65, 31.5]"
4404,2321,306,1127,247,17,249,66,18,8,"[0, 2, 1, 4, 0, 3, 4]",Action Figure,Clothing,Unboxing my new Action Figure!,0,1,positive,0,43,0,1,95.05,18,Credit Card,0,"[4.19, 12.54, 38.13, 12.41, 26.9]"
4405,3171,4231,311,208,15,241,50,42,7,"[3, 4, 2, 1, 3, 3, 3]",Fitness Tracker,Home Appliances,Check out my new Fitness Tracker purchase.,0,1,negative,0,55,0,0,43.67,1,PayPal,0,"[19.63, 86.01, 111.08, 30.08, 61.96]"
4406,2152,4015,1669,215,6,414,51,22,0,"[4, 3, 4, 4, 2, 4, 0]",Blender,Beauty,Reviewing my Blender today.,0,0,negative,0,35,0,1,0.16,3,PayPal,0,"[12.76, 32.12, 9.05, 22.42, 4.03]"
4407,1238,1438,1752,200,9,126,84,33,0,"[3, 1, 3, 0, 4, 2, 4]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,0,neutral,0,16,0,0,49.89,20,Credit Card,0,"[33.94, 18.7, 4.88, 82.04, 71.49]"
4408,1785,872,1090,437,15,149,42,2,7,"[2, 1, 3, 4, 2, 2, 0]",Action Figure,Clothing,Reviewing my Action Figure today.,0,0,positive,0,75,0,0,5.17,15,PayPal,0,"[65.87, 151.78, 83.87, 52.94, 12.67]"
4409,2810,1141,689,256,16,330,57,22,4,"[0, 3, 2, 1, 2, 2, 4]",Cosmetics Kit,Electronics,Check out my new Cosmetics Kit purchase.,1,0,positive,0,60,0,1,29.25,22,PayPal,0,"[4.05, 0.61, 4.49, 0.27, 4.54]"
4410,2835,665,1397,105,6,431,77,48,0,"[4, 0, 4, 2, 4, 0, 3]",Laptop,Home Appliances,Unboxing my new Laptop!,0,0,negative,0,41,0,1,8.26,21,UPI,0,"[42.18, 3.38, 19.53, 107.03, 151.88]"
4411,165,208,1782,475,10,335,69,4,3,"[1, 2, 1, 3, 2, 1, 3]",Cosmetics Kit,Electronics,Check out my new Cosmetics Kit purchase.,0,0,positive,0,97,0,1,53.21,18,UPI,0,"[62.35, 77.34, 46.36, 137.31, 42.29]"
4412,999,951,1829,310,16,383,28,28,1,"[2, 3, 2, 2, 3, 0, 1]",Blender,Beauty,Check out my new Blender purchase.,0,0,negative,0,47,0,1,148.6,10,UPI,0,"[61.4, 31.88, 11.52, 62.72, 13.47]"
4413,2568,1057,234,270,4,387,30,33,8,"[0, 4, 1, 2, 1, 1, 4]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,0,neutral,0,7,0,0,1.18,1,UPI,0,"[6.42, 94.92, 31.57, 14.76, 47.32]"
4414,1308,4744,642,382,0,148,27,43,9,"[0, 2, 1, 0, 4, 0, 4]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,0,negative,0,55,0,0,3.77,17,Credit Card,0,"[120.29, 15.63, 116.3, 20.91, 15.06]"
4415,2565,4722,1135,468,2,168,49,4,5,"[1, 2, 0, 4, 2, 1, 0]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,0,negative,0,81,0,1,74.65,20,UPI,0,"[3.64, 95.58, 12.51, 15.1, 76.24]"
4416,657,4620,1412,270,15,44,35,28,8,"[3, 2, 0, 4, 3, 2, 3]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,0,neutral,0,83,0,1,5.23,0,UPI,0,"[106.85, 136.07, 53.02, 110.6, 26.81]"
4417,2661,4008,1431,120,14,472,91,44,0,"[2, 1, 4, 4, 1, 2, 2]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,0,positive,0,74,0,0,117.86,20,Credit Card,0,"[99.57, 110.38, 46.37, 27.45, 4.15]"
4418,2212,1868,1077,406,3,83,18,23,0,"[4, 0, 2, 1, 4, 1, 1]",Blender,Beauty,Unboxing my new Blender!,0,0,positive,0,88,0,0,98.35,2,Credit Card,0,"[114.41, 96.08, 25.89, 24.42, 22.18]"
4419,1910,4864,801,244,11,7,66,38,3,"[2, 1, 4, 0, 4, 3, 4]",Cosmetics Kit,Electronics,"Bought Cosmetics Kit from this store, great quality.",0,0,neutral,0,44,0,1,351.4,20,PayPal,0,"[7.67, 82.41, 26.23, 21.05, 69.58]"
4420,2047,771,238,65,0,106,11,20,1,"[3, 2, 3, 0, 2, 0, 3]",Handbag,Toys,"Just got a Handbag, highly recommend it.",0,0,positive,0,18,0,0,12.1,22,UPI,0,"[140.96, 26.23, 57.29, 4.83, 107.36]"
4421,2112,4835,1775,429,16,372,99,31,0,"[2, 3, 1, 0, 1, 0, 0]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,1,positive,0,80,0,1,72.57,15,Credit Card,0,"[142.87, 6.93, 46.83, 32.56, 52.22]"
4422,3163,4030,1318,227,14,264,87,42,5,"[2, 1, 3, 2, 0, 3, 0]",Fitness Tracker,Home Appliances,Unboxing my new Fitness Tracker!,0,1,neutral,0,22,0,1,54.97,9,UPI,0,"[8.07, 64.44, 21.83, 48.41, 41.32]"
4423,1141,521,111,369,19,145,75,4,7,"[0, 3, 4, 3, 2, 3, 2]",Wireless Earbuds,Electronics,Unboxing my new Wireless Earbuds!,0,0,neutral,0,30,0,0,27.89,18,PayPal,0,"[109.79, 32.31, 151.47, 1.39, 21.97]"
4424,1890,3355,1111,136,19,30,23,17,0,"[1, 3, 1, 3, 2, 1, 4]",Wireless Earbuds,Electronics,"Bought Wireless Earbuds from this store, great quality.",0,0,neutral,0,44,0,1,23.95,7,Credit Card,0,"[35.73, 1.79, 58.22, 13.83, 0.49]"
4425,267,1400,1763,193,9,243,64,37,9,"[3, 2, 2, 0, 2, 2, 3]",Designer Shoes,Beauty,"Bought Designer Shoes from this store, great quality.",0,0,negative,0,2,0,0,69.33,15,PayPal,0,"[23.75, 29.33, 172.79, 7.1, 15.38]"
4426,1846,3738,475,193,10,34,91,34,9,"[1, 3, 3, 4, 4, 3, 4]",Action Figure,Clothing,Unboxing my new Action Figure!,0,1,positive,0,75,0,1,22.55,12,PayPal,0,"[172.5, 71.26, 20.21, 33.75, 107.94]"
4427,1709,4343,303,145,17,246,79,37,5,"[0, 2, 3, 1, 4, 0, 4]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,0,positive,0,15,0,0,1.58,20,UPI,0,"[82.15, 24.83, 4.35, 7.88, 35.99]"
4428,3631,3723,1328,144,1,413,20,15,0,"[0, 0, 0, 3, 2, 3, 2]",Sunglasses,Toys,Reviewing my Sunglasses today.,1,1,neutral,0,74,0,1,41.26,1,Credit Card,0,"[67.22, 29.26, 52.03, 54.12, 42.89]"
4429,3212,3247,289,488,5,17,93,34,7,"[1, 4, 3, 4, 4, 1, 4]",Laptop,Home Appliances,Reviewing my Laptop today.,0,0,neutral,0,40,0,0,106.91,4,PayPal,1,"[36.2, 13.36, 7.93, 118.17, 26.43]"
4430,2294,1858,207,71,15,466,97,49,5,"[2, 3, 1, 2, 2, 1, 1]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",0,0,positive,0,94,0,0,2.1,6,Credit Card,0,"[78.95, 17.61, 44.65, 8.31, 33.22]"
4431,2443,4781,867,353,6,424,25,23,0,"[4, 0, 2, 2, 0, 2, 3]",Smart Watch,Clothing,Unboxing my new Smart Watch!,0,0,positive,0,90,0,0,14.19,21,UPI,0,"[22.32, 16.85, 7.35, 96.59, 213.95]"
4432,1511,4064,1926,417,18,23,34,35,8,"[4, 4, 3, 0, 1, 2, 2]",Laptop,Home Appliances,"Bought Laptop from this store, great quality.",1,0,negative,0,80,0,0,6.8,17,UPI,0,"[68.51, 77.1, 16.26, 54.07, 3.41]"
4433,476,4681,1809,452,11,497,94,4,0,"[1, 1, 0, 2, 1, 2, 3]",Fitness Tracker,Home Appliances,Unboxing my new Fitness Tracker!,0,0,positive,0,91,0,1,12.78,21,UPI,0,"[50.25, 73.25, 2.17, 14.32, 42.63]"
4434,3589,2398,581,191,17,341,79,8,8,"[1, 0, 0, 2, 2, 0, 2]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",0,0,positive,0,1,0,1,5.01,1,PayPal,0,"[24.31, 39.54, 56.11, 90.02, 5.29]"
4435,977,142,369,43,9,303,57,3,2,"[0, 4, 0, 4, 3, 3, 3]",Smart Watch,Clothing,Check out my new Smart Watch purchase.,0,0,positive,0,37,0,1,101.01,19,Credit Card,0,"[178.16, 41.66, 3.78, 18.47, 8.62]"
4436,1208,2851,219,156,6,397,41,32,7,"[1, 0, 4, 4, 4, 0, 3]",Blender,Beauty,Limited offer! Buy Blender and claim a prize!,1,1,neutral,1,63,0,9,10.88,2,PayPal,0,"[20.04, 10.03, 11.31, 5.82, 15.82]"
4437,1044,3469,1254,445,3,402,28,26,7,"[1, 0, 1, 1, 1, 0, 3]",Wireless Earbuds,Electronics,Reviewing my Wireless Earbuds today.,0,1,neutral,0,17,0,0,12.41,5,PayPal,0,"[34.29, 3.06, 94.24, 17.13, 22.97]"
4438,1961,3695,801,475,16,315,28,21,6,"[3, 2, 4, 4, 3, 4, 3]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,0,neutral,0,76,0,1,42.33,18,PayPal,0,"[34.29, 51.3, 81.96, 40.89, 56.35]"
